IssueDate,StartDate,EndDate,certificateNumber,fee,NPOName,LocName,LicenseClass,SubClass,Description,AddrStreet,AddrZip
11/07/2017,11/12/2017,11/13/2017,,,Saint Leo's Roman Catholic Congregation,,WS,BW,Beer & Wines,906 STILES STREET,21202
11/07/2017,11/15/2017,11/16/2017,,,"Cylburn Arboretum Association, Inc.",,WS,BW,Beer & Wines,4915 Greenspring Ave (Vollmer Ctr),21209
11/08/2017,11/18/2017,11/19/2017,,,"The Baltimore Childrens Museum, Inc.",,WS,BW,Beer & Wines,34 MARKET PLACE,21201
11/08/2017,11/09/2017,11/12/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,414 N. Howard st.,21201
11/08/2017,11/09/2017,11/12/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,414 N. Howard st.,21201
11/08/2017,11/27/2017,11/28/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
11/08/2017,11/11/2017,11/12/2017,,,NATIONAL MULTIPLE SCLEROSIS SOCIETY - MD,,LS,BWL,"Beer, Wine, & Liquor",905 W. 36th Street,21211
11/09/2017,11/22/2017,11/23/2017,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. PONCA ST.,21224
11/09/2017,11/11/2017,11/12/2017,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. PONCA ST.,21224
11/13/2017,11/27/2017,11/28/2018,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 Russell Street (Lot O),21202
11/13/2017,11/27/2017,11/28/2017,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 Russell Street (Lot O),21202
11/14/2017,11/22/2017,11/23/2017,,,"MOUNT ST. JOSEPH'S COLLEGE, INCORPORATED",,WS,BW,Beer & Wines,4403 Fredrick Ave,21229
11/14/2017,11/22/2017,11/23/2017,,,"MOUNT ST. JOSEPH'S COLLEGE, INCORPORATED",,WS,BW,Beer & Wines,4403 Fredrick Ave,21229
11/14/2017,12/07/2017,12/08/2017,,,"BALTIMORE MUSEUM OF INDUSTRY, INC.",,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21230
11/16/2017,11/16/2017,11/17/2017,,,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",3100  Swann Dr.,21217
11/16/2017,11/17/2017,11/18/2017,,,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215
11/17/2017,11/25/2017,11/27/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
11/17/2017,11/23/2017,11/30/2017,,,Partnership for Baltimore Waterfront Inc,,WS,BW,Beer & Wines,501 Light Street,21202
11/17/2017,11/30/2017,12/07/2017,,,Partnership for Baltimore Waterfront Inc,,WS,BW,Beer & Wines,501 Light Street,21202
11/17/2017,12/07/2017,12/14/2017,,,Partnership for Baltimore Waterfront Inc,,WS,BW,Beer & Wines,501 Light Street,21202
11/17/2017,12/13/2017,12/20/2017,,,Partnership for Baltimore Waterfront Inc,,WS,BW,Beer & Wines,501 Light Street,21202
11/17/2017,11/17/2017,11/18/2017,,,"SHREE LLC, RED FISH LIQUORS",,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4001 Falls Rd,21211
11/17/2017,11/19/2017,11/23/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
11/20/2017,11/24/2017,11/25/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/20/2017,11/24/2017,11/25/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/22/2017,12/02/2017,12/03/2017,,,"Patterson Park Public Charter School, Inc.",,LS,BWL,"Beer, Wine, & Liquor",27 N. Lakewood Avenue,21224
11/22/2017,12/02/2017,12/03/2017,,,"Patterson Park Public Charter School, Inc.",,LS,BWL,"Beer, Wine, & Liquor",27 N. Lakewood Avenue,21224
11/27/2017,12/03/2017,12/04/2017,,,KAREN BIERLY DISADVANTAGED YOUTH FOUNDATION CORPORATION,,LS,BWL,"Beer, Wine, & Liquor",1300 blk Russell Street,21230
11/29/2017,11/30/2017,12/01/2017,,,"MARYLAND ART PLACE, INC.",,LS,BWL,"Beer, Wine, & Liquor",218  W. Saratoga Ave,21201
11/30/2017,12/16/2017,12/17/2017,,,"BELIEVE IN MUSIC, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016651,21202
12/01/2017,12/03/2017,12/04/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
12/01/2017,12/23/2017,12/24/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
12/01/2017,12/31/2017,01/01/2018,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
12/01/2017,12/16/2017,12/17/2017,,,NATIONAL MONTFORD POINT MARINES ASSOCIATION,,WS,BW,Beer & Wines,101 N. GAY STREET,21201
12/01/2017,12/01/2017,12/03/2017,,,SOUTHWEST PARTNERSHIP INC.,,WS,BW,Beer & Wines,See Permit ROW2017-SE1017402,21223
12/07/2017,12/08/2017,12/09/2017,,,MARYLAND ART PLACE,,WS,BW,Beer & Wines,218 W. SARATOGA STREET,21201
12/08/2017,12/08/2017,12/09/2017,,," INSTITUTE OF NOTRE DAME, INC.",,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,901  N. Aisquith St,21202
12/08/2017,12/31/2017,01/01/2018,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. PONCA ST.,21224
12/08/2017,12/23/2017,12/24/2017,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. Ponca Street,21224
12/08/2017,12/09/2017,12/10/2017,,,ST. NICHOLAS GREEK ORTHODOX CHURCH,,LS,BWL,"Beer, Wine, & Liquor",701-03 S. Ponca Street,21224
12/08/2017,12/08/2017,12/09/2017,,,"BELIEVE IN TOMORROW NATIONAL CHILDREN'S FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017406,21224
12/08/2017,12/08/2017,12/09/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/08/2017,12/15/2017,12/16/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/08/2017,12/22/2017,12/23/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/08/2017,12/29/2017,12/30/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/08/2017,12/30/2017,12/31/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/08/2017,12/31/2017,01/01/2018,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
12/12/2017,12/13/2017,12/14/2017,,,OFFICE OF PUBLIC DEFENDER  OFFICE ,,LS,BWL,"Beer, Wine, & Liquor",101 N. GAY ST.,21201
12/13/2017,12/16/2017,12/17/2017,,,GOVANS ECUMENICAL DEVELOPMENT CORPORATION,,WS,BW,Beer & Wines,400 E. 30th St,21218
12/14/2017,12/23/2017,12/24/2017,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202
12/14/2017,12/16/2017,12/17/2017,,,"CELTIC STAR, INC.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1015184,21210
12/14/2017,12/16/2017,12/17/2017,,,"KAPPA ALPHA PSI FRATERNITY, INC.",,LS,BWL,"Beer, Wine, & Liquor",1207 Eutaw Place,21217
12/18/2017,12/20/2017,12/27/2017,,,"Waterfront Partnership of Baltimore, Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1017370,21202
12/18/2017,12/31/2017,01/01/2018,,,SOUTHWEST PARTNERSHIP INC.,,LS,BWL,"Beer, Wine, & Liquor",912 Washington Blvd,21230
12/21/2017,12/21/2017,12/22/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
12/21/2017,12/21/2017,12/22/2017,,,"AFRICAN AMERICAN FIRE FIGHTERS HISTORICAL SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
12/22/2017,12/29/2017,12/30/2017,,,LAURAVILLE BUSINESS ASSOCIATION INC.,,LS,BWL,"Beer, Wine, & Liquor",4719  HARFORD RD,21214
12/22/2017,12/22/2017,12/23/2017,,,"Caribbean American Carnival Assoc of Baltimore, Inc",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215
12/22/2017,12/29/2017,12/30/2017,,,LAURAVILLE BUSINESS ASSOCIATION INC.,,LS,BWL,"Beer, Wine, & Liquor",4719  HARFORD RD,21214
12/22/2017,12/22/2017,12/23/2017,,,"Caribbean American Carnival Assoc of Baltimore, Inc",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215
12/26/2017,01/13/2018,01/14/2018,,,"BALTIMORE ROTARY FOUNDATION, INCORPORATED",,WS,BW,Beer & Wines,219 DIVISION STREET,21201
12/27/2017,12/31/2017,01/01/2018,,,KAREN BIERLY DISADVANTAGED YOUTH FOUNDATION CORPORATION,,LS,BWL,"Beer, Wine, & Liquor",1300 Russell St,21230
12/27/2017,12/31/2017,01/01/2018,,,KAREN BIERLY DISADVANTAGED YOUTH FOUNDATION CORPORATION,,LS,BWL,"Beer, Wine, & Liquor",1300 Russell St,21230
12/29/2017,12/31/2017,01/01/2018,,,Arena Players Inc,,LS,BWL,"Beer, Wine, & Liquor",12 S. Calvert Street,21202
12/29/2017,12/29/2017,12/30/2017,,,CARIBBEAN CULTURAL ASSOCIATION,,LS,BWL,"Beer, Wine, & Liquor",3125 W Belvedere Ave,21215
01/05/2018,01/14/2018,01/15/2018,,,SINTIA MESA FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230
01/08/2018,01/12/2018,01/13/2018,,,BALTIMORE CITY DEPT. OF RECREATION & PARKS,,WS,BW,Beer & Wines,3100 Swann Drive (Druid Hill Park),21209
01/09/2018,01/14/2018,01/15/2018,,,Saint Leo Catholic Church ,,LS,BWL,"Beer, Wine, & Liquor",906-908 Stiles Street,21202
01/09/2018,03/04/2018,03/05/2018,,,Saint Leo Catholic Church ,,LS,BWL,"Beer, Wine, & Liquor",906-908 Stiles Street,21202
01/10/2018,01/13/2018,01/14/2018,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",101 W. Dickman Street,21230
01/10/2018,01/13/2018,01/14/2018,,,Partnership for Baltimore Waterfront Inc,,LS,BWL,"Beer, Wine, & Liquor",101 W. Dickman Street,21230
01/16/2018,01/28/2018,01/29/2018,,,ST. FRANCIS OF ASSISI CATHOLIC CHURCH,,WF,W,Wine,3615 Harford Rd,21218
01/16/2018,01/28/2018,01/29/2018,,,ST. FRANCIS OF ASSISI CATHOLIC CHURCH,,WS,BW,Beer & Wines,3615 Harford Rd,21218
01/16/2018,02/02/2018,02/03/2018,,,ST. FRANCIS OF ASSISI CATHOLIC CHURCH,,WS,BW,Beer & Wines,3615 Harford Rd,21218
01/16/2018,01/20/2018,01/21/2018,,,"Arena Player's, Inc",,LS,BWL,"Beer, Wine, & Liquor",12 S. Calvert St,21201
01/16/2018,01/28/2018,01/29/2018,,,"Arena Player's, Inc ",,LS,BWL,"Beer, Wine, & Liquor",12 S. Calvert St,21201
01/16/2018,01/20/2018,01/21/2018,,,"Arena Player's, Inc ",,LS,BWL,"Beer, Wine, & Liquor",801  McCulloh St,21217
01/18/2018,01/27/2018,01/29/2018,,,"Baltimore Free Farm-Fusion Partnerships, Inc.",,WS,BW,Beer & Wines,2640 Saint Paul Street,21218
01/18/2018,01/27/2018,01/28/2018,,,"Baltimore Free Farm-Fusion Partnerships, Inc.",,WS,BW,Beer & Wines,2640 Saint Paul Street,21218
01/18/2018,01/27/2018,01/29/2018,,,"Baltimore Free Farm-Fusion Partnerships, Inc.",,WS,BW,Beer & Wines,2640 Saint Paul Street,21218
01/18/2018,01/27/2018,01/28/2018,,,"Baltimore Free Farm-Fusion Partnerships, Inc.",,WS,BW,Beer & Wines,2640 Saint Paul Street,21218
01/19/2018,01/20/2018,01/21/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,25 W. Preston Street,21201
01/19/2018,01/20/2018,01/21/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,WS,BW,Beer & Wines,25 W. Preston Street,21201
01/19/2018,01/20/2018,01/21/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,25 W. Preston Street,21201
01/19/2018,01/20/2018,01/21/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,WS,BW,Beer & Wines,25 W. Preston Street,21201
01/19/2018,01/19/2018,01/20/2018,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
01/19/2018,01/19/2018,01/20/2018,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1310 Point Street,21231
01/24/2018,02/09/2018,02/10/2018,,,AMERICAN VISIONARY ART MUSEUM,,WS,BW,Beer & Wines,800 KEY HIGHWAY,21230
01/24/2018,02/09/2018,02/10/2018,,,AMERICAN VISIONARY ART MUSEUM,,WS,BW,Beer & Wines,800 KEY HIGHWAY,21230
01/26/2018,02/14/2018,02/15/2018,,,YOUTH EDUCATIONAL SERVICES,,LS,BWL,"Beer, Wine, & Liquor",5011-14 ARBUTUS AVENUE,21215
01/26/2018,02/02/2018,02/03/2018,,,"B & O RAILROAD MUSEUM, INC.",,LS,BWL,"Beer, Wine, & Liquor",901 W. PRATT STREET,21223
01/26/2018,02/14/2018,02/15/2018,,,YOUTH EDUCATIONAL SERVICES,,LS,BWL,"Beer, Wine, & Liquor",5011-14 ARBUTUS AVENUE,21215
01/26/2018,02/02/2018,02/03/2018,,,"B & O RAILROAD MUSEUM, INC.",,LS,BWL,"Beer, Wine, & Liquor",901 W. PRATT STREET,21223
01/26/2018,02/02/2018,02/03/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,LS,BWL,"Beer, Wine, & Liquor",24 W. PRESTON STREET,21201
01/26/2018,01/27/2018,01/28/2018,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",801 MCCULLOH STREET,21202
01/26/2018,02/02/2018,02/03/2018,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,LS,BWL,"Beer, Wine, & Liquor",24 W. PRESTON STREET,21201
01/26/2018,01/27/2018,01/28/2018,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",801 MCCULLOH STREET,21202
01/31/2018,02/10/2018,02/11/2018,,," WESTMINSTER PRESERVATION TRUST,INCORPORATED",,WS,BW,Beer & Wines,509 W. FAYETTE STREET,21201
02/01/2018,02/03/2018,02/04/2018,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",12 S. Calvert Street,21202
02/01/2018,03/16/2018,03/17/2018,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
02/01/2018,02/08/2018,02/09/2018,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
02/01/2018,02/03/2018,02/04/2018,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",12 S. Calvert Street,21202
02/01/2018,03/16/2018,03/17/2018,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
02/01/2018,02/08/2018,02/09/2018,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
02/01/2018,02/09/2018,02/12/2018,,,BALTIMORE ROCK OPERA SOCIETY,,LS,BWL,"Beer, Wine, & Liquor",801 MCCULLOH STREET,21202
02/01/2018,02/16/2018,02/19/2018,,,BALTIMORE ROCK OPERA SOCIETY,,LS,BWL,"Beer, Wine, & Liquor",801 MCCULLOH STREET,21202
